Transaction Hash,Status,Method,Blockno,DateTime (UTC),From,From_Nametag,To,To_Nametag,Amount,Value (USD),Txn Fee
"0xf4583d873cae5af35fdde6803d860888c454732fd5291ce7f0b6ff8237c29560","Success","Deposit","12307271","2021-04-25 04:27:40","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xc2edad668740f1aa35e4d8f227fb8e17dca888cd","SushiSwap: MasterChef LP Staking Pool","0 ETH","$0.00","0.00559717"
"0xeef3063f55ad6e20bfa4af1d99f699a6327e19579fb31a14978c53e9a6c5805b","Success","Deposit","11848403","2021-02-13 12:58:22","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xc2edad668740f1aa35e4d8f227fb8e17dca888cd","SushiSwap: MasterChef LP Staking Pool","0 ETH","$0.00","0.02089015"
"0x5aa9a1ee95e6a11b87f74d9b3eb3da5020ef23f67a88fa201a8b367c09913b5b","Success","Approve","11848388","2021-02-13 12:55:21","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x795065dcc9f64b5614c407a6efdc400da6221fb0","SushiSwap: SUSHI","0 ETH","$0.00","0.00724522"
"0x5211d29dc57719a322f90954a536c1cf0fd1b72334de037da1b21f4f0a480dd7","Success","Zap In","11848374","2021-02-13 12:51:11","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x91baf383abc0c332a69a73041c866f6761a90b3c","Zapper: SushiSwap Zap In v2.0.1","117 ETH","$316,268.23","0.07721527"
"0x013be9fc5ba53928ae7e68f25c710c6f872c294d3ada1b0dd783eb7a3006cefb","Success","Transfer","11826922","2021-02-10 05:42:13","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x0c722a487876989af8a05fffb6e32e45cc23fb3a","Uniswap V2: TORN 3","0 ETH","$0.00","0.00388426"
"0xb175a2000515f7427c07e8fd1e63f2c34277c481d6428be2ebef9258d8cc13c8","Success","Add Liquidity ETH","11826894","2021-02-10 05:35:19","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","Uniswap V2: Router 2","3.09947976 ETH","$8,378.35","0.02776274"
"0x7dfa52f2e0ff16192b5c50e8614e5af0ae455ae4c51ebeaaa252cfab0bf6fee9","Success","Approve","11826893","2021-02-10 05:35:11","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x77777feddddffc19ff86db637967013e6c6a116c","Tornado.Cash: TORN Token","0 ETH","$0.00","0.0068189"
"0xc3d49f2fc078ebd3bb80c788139c769cd4ee82cbdd723377e1a3ff3fc4192863","Success","Swap Exact Tokens For ETH","11719370","2021-01-24 16:14:20","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","Uniswap V2: Router 2","0 ETH","$0.00","0.01127705"
"0x21fb816e1e8e82eba01ff127c0d4f79d961fc46b4c1d58957fb61dd86a5cb148","Success","Approve","11719354","2021-01-24 16:09:56","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","Dhacm.AHZI6VRMNS2Q99EIYBYE23377MH8K","0 ETH","$0.00","0.00473204"
"0x53b2b5d0885f5d919c89d0eeb35f2b316b1d5ca76ef0d04abf8f88a86425bb3b","Success","Swap Exact Tokens For ETH","11719340","2021-01-24 16:06:07","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","Uniswap V2: Router 2","0 ETH","$0.00","0.01301028"
"0x21dcc1351f961572647f012bddd00c390b14226db0aa2a8b83050cbf88c5f6b8","Success","Approve","11719307","2021-01-24 15:57:12","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xdac17f958d2ee523a2206206994597c13d831ec7","Dhacm","0 ETH","$0.00","0.00430562"
"0xc10aa30935cf95e827d32145bdc8ebd2cc5e4e72221b633e0b8726366a44c639","Success","Swap Exact Tokens For ETH","11718699","2021-01-24 13:54:00","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","Uniswap V2: Router 2","0 ETH","$0.00","0.0052785"
"0xf5d01e6f917aac70602e20d33f275c44b822b4943ee2f45ba0d18f267520c935","Success","Approve","11718697","2021-01-24 13:53:37","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x6b175474e89094c44da98b954eedeac495271d0f","Sky: Dai Stablecoin","0 ETH","$0.00","0.00323813"
"0x9324ead8be581858acafd0eb549323e949ebb32be3d855c0372d3c345878a728","Success","Withdraw","11558438","2020-12-30 23:38:15","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.02480716"
"0xd851d240a5affdee1e5509d9c7bc5598c511f74b513647da7bfe5b230d221a64","Success","Withdraw","11556394","2020-12-30 16:08:30","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.04037431"
"0x5928614211ea9c2b1b9319842769b9d0aa73c0cb9ec020bdd39ff173093dd285","Success","Withdraw","11555986","2020-12-30 14:47:10","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.05174415"
"0xd6c32a3c0af1c63f21d505eb82ef6ff6d2660151477e5fe43ea5b60f1b66a6ed","Success","Withdraw","11548894","2020-12-29 12:23:47","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.03566794"
"0x9860065ed27d5c867b0d0e7dd2077183872c4d261cc2049a18c8221a412dfce7","Success","Withdraw","11548696","2020-12-29 11:39:13","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.03022397"
"0xbaa4fd7a42ef5720f3dbcc7061236346575bd1b7e2773cef989adb1f027cb036","Success","Withdraw","11545151","2020-12-28 22:23:47","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.021264"
"0x0dcb58ccddba6d697f2a85532fe6555cd80b4e0471a6490d7195bc2df4e8012e","Success","Withdraw","11545107","2020-12-28 22:14:20","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.02021852"
"0x175a5aaba41473da29d0223757974db7bdbf46720659e5182de23632f3b9dc0d","Success","Withdraw","11544978","2020-12-28 21:44:27","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.02268083"
"0x3e1126538016c396ba290d2c9372fbf38f57627d135e2bb8353d0c9c3ec48a0f","Success","Withdraw","11544925","2020-12-28 21:32:54","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.02379034"
"0x7865175e8268d5ed91acc44b3c188a7bd83688b51ba6f629b56f449235091f7e","Success","Withdraw","11544642","2020-12-28 20:29:57","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.02105207"
"0xcca49e6a1a4067f3c81fb33647af375e4bf50d6e0f2a49746decce352c4d2f97","Success","Withdraw","11542657","2020-12-28 13:13:00","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.0722927"
"0x294a79ba030f974119cb321f8dd1446539f5547c8f1f4a82797d89ca844e62bc","Success","Withdraw","11542501","2020-12-28 12:41:46","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.06529598"
"0xc34b63979794a7f9f695c45b60f4e3c15a49d4bce3b4bce040ed2654912552bc","Success","Withdraw","11541806","2020-12-28 10:10:35","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.02654067"
"0xc8f35523eb8a6bbb5e805c9b880265e06cf23b93a6ebef2eb1b79ab3be25ad27","Success","Withdraw","11541769","2020-12-28 10:02:21","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.02622737"
"0xc63298f0564fd85c51a89ddb252279c4a22c6f44a25d8b6e80fca66b74cd002f","Success","Withdraw","11538263","2020-12-27 21:26:02","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936","Dhacm.AHZI6VRMNS2Q99EIYBYE23377MH8K","0 ETH","$0.00","0.03444768"
"0xa7fc17b2e0e8f953a31fe8c707c4f54902fc8a6f0ac37a71928635e3b51b9d61","Success","Redeem","11508933","2020-12-23 09:18:27","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x3efa30704d2b8bbac821307230376556cf8cc39e","Tornado.Cash: vTORN Token","0 ETH","$0.00","0.00614823"
"0x0949113a0935cb6184b41ba8e34982ce65918124f72a7baccddb547cafa93a48","Success","Withdraw","11493512","2020-12-21 00:31:58","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x910cbd523d972eb0a6f4cae4618ad62622b39dbf","Tornado.Cash: 10 ETH","0 ETH","$0.00","0.02503166"
"0x894aee1f9f6099184493d1130a8b9d48bc7b9c92b109f75fc862edf470862a3f","Success","Withdraw","11493506","2020-12-21 00:29:36","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x910cbd523d972eb0a6f4cae4618ad62622b39dbf","Tornado.Cash: 10 ETH","0 ETH","$0.00","0.02503257"
"0xb80b920d839142c6ec9f7263461d98a43f1e32f046b81115ac77005adb259abb","Success","Withdraw","11480365","2020-12-19 00:11:51","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936","Dhacm.AHZI6VRMNS2Q99EIYBYE23377MH8K","0 ETH","$0.00","0.01152858"
"0x9b61e0f60c2b5bff4d2c08394d2f0087bed08a4cf347195abbf13e7051de9792","Success","Withdraw","11480168","2020-12-18 23:29:17","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc","Tornado.Cash: 0.1 ETH","0 ETH","$0.00","0.01153572"
"0xdf9cdeafd5ecd0bce3c0cd6701b5dafc9da380dc8c594a0623b4d06a154c2607","Success","Withdraw","11478952","2020-12-18 19:08:13","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.015134"
"0x1992f6f9e26aea53d8ade974fadbd3097f0c6d6825f60d327f26ee27e78fdc2f","Success","Withdraw","11478708","2020-12-18 18:14:25","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936","Dhacm.AHZI6VRMNS2Q99EIYBYE23377MH8K","0 ETH","$0.00","0.0247041"
"0xeabb4ac88d24bc811eef4cb1895db01246fb899e685fc92ca9992a6ba8adc469","Success","Withdraw","11478696","2020-12-18 18:12:11","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936","Dhacm.AHZI6VRMNS2Q99EIYBYE23377MH8K","0 ETH","$0.00","0.02503257"
"0x8ccb70b727160b8c1b444f1bf7aedc0195839a91ac954c44108b8495cda1d86e","Success","Withdraw","11477632","2020-12-18 14:07:01","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0xa160cdab225685da1d56aa342ad8841c3b53f291","Tornado.Cash: 100 ETH","0 ETH","$0.00","0.02519784"
"0x030cb569110868c8af2ed7d8d352fa55a44bb021378fba9d6b2a48627beb94a5","Success","Withdraw","11477541","2020-12-18 13:46:53","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc","Tornado.Cash: 0.1 ETH","0 ETH","$0.00","0.02214775"
"0x2bb53e0d1951475507a3e245b904225759b87e3d6b00f70ce5e9d41008dcdcca","Success","Withdraw","11477536","2020-12-18 13:45:26","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc","Tornado.Cash: 0.1 ETH","0 ETH","$0.00","0.0219728"
"0xc8bd7b6cb7c1ae9f9038ce37c5fa9737ec072f19374599190d99408141f13d98","Success","Withdraw","11477234","2020-12-18 12:36:51","0x7d3bb46c78b0c4949639ce34896bfd875b97ad08","@ETbitch","0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc","Tornado.Cash: 0.1 ETH","0 ETH","$0.00","0.02277669"
